_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,if_you_had_difficulties_answering_these_questions_please_explain_here_why,speaker_a__leads_the_dialogue,speaker_a_likes_cheap_restaurants,speaker_a_makes_concessions_in_the_negotiation,speaker_a_takes_into_account_the_preferences_of_other_in_the_choice_of_the_restaurant,speaker_b_leads_the_dialogue,speaker_b_makes_concessions_in_the_negotiation,speaker_b_takes_into_account_the_preferences_of_other_in_the_choice_of_the_restaurant,content,if_you_had_difficulties_answering_these_questions_please_explain_here_why_gold,speaker_a__leads_the_dialogue_gold,speaker_a_likes_cheap_restaurants_gold,speaker_a_makes_concessions_in_the_negotiation_gold,speaker_a_takes_into_account_the_preferences_of_other_in_the_choice_of_the_restaurant_gold,speaker_b_leads_the_dialogue_gold,speaker_b_makes_concessions_in_the_negotiation_gold,speaker_b_takes_into_account_the_preferences_of_other_in_the_choice_of_the_restaurant_gold
1146663056,2/1/2017 17:36:43,2365049528,2/1/2017 17:36:20,false,neodev,0.6429,40809698,VEN,25,Caracas,190.79.102.144,,4,4,2,5,3,3,2,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:36:44,2365049534,2/1/2017 17:36:19,false,bitcoinget,0.6429,41635432,VEN,,,190.201.191.201,,4,3,3,2,5,3,4,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:37:06,2365049942,2/1/2017 17:36:31,false,neodev,0.5714,32310254,SGP,0,Singapore,220.255.54.196,,4,3,4,3,4,3,3,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:38:38,2365052125,2/1/2017 17:36:19,false,neodev,0.5,41133411,TUR,20,Denizli,88.251.203.218,,4,4,2,2,2,4,4,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:38:50,2365052322,2/1/2017 17:36:22,false,neodev,0.4,13060883,HUN,5,Budapest,176.63.21.98,,5,4,4,4,2,4,4,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:39:06,2365052606,2/1/2017 17:37:36,false,neodev,0.381,41512964,TUR,55,Samsun,46.1.100.161,,5,4,4,5,1,4,5,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:40:15,2365053826,2/1/2017 17:36:26,false,elite,0.3673,34978220,IND,2,Nizamabad,202.133.49.62,,5,5,4,5,1,2,4,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 17:41:50,2365055534,2/1/2017 17:36:36,false,clixsense,0.4821,29702589,UKR,12,Kiev,176.38.78.5,,4,4,2,4,2,4,4,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 18:09:15,2365084655,2/1/2017 18:06:31,false,clixsense,0.381,36792520,POL,84,Skarzysko-kamienna,91.239.249.135,very interesting task!,5,5,1,3,2,4,4,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
1146663056,2/1/2017 18:55:22,2365156414,2/1/2017 18:53:55,false,clixsense,0.4,37061905,MEX,9,Mexico,189.180.200.245,Person b does not like to make decisions,4,4,4,4,3,3,3,"   <br>    A: ""Let's go to a quiet restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""I don't like quiet restaurants, let's choose something else.""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like expensive restaurants?""<br><br>    A: ""I don't like expensive restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like affordable restaurants?""<br><br>    A: ""Let's go to a cheap restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a cheap restaurant.""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Italian restaurants?""<br><br>    A: ""I don't like Italian restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like Mexican restaurants?""<br><br>    A: ""Let's go to a Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to a Chinese restaurant.""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like lively restaurants?""<br><br>    A: ""I don't like lively restaurants.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Do you like romantic restaurants?""<br><br>    A: ""Let's go to the Jiliya. It's a quiet, cheap Chinese restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay, Let's go to the Jiliya restaurant.""<br><br>    A: ""Let's book a table at the Jiliya Restaurant.""<br><br>    &nbsp&nbsp&nbsp&nbspB: ""Okay.""<br>",,,,,,,,
